X1011.gwas.imputed_v3.both_sexes.tsv.bgz X102_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X110001.gwas.imputed_v3.both_sexes.tsv.bgz X1150_1.gwas.imputed_v3.both_sexes.tsv.bgz X1180.gwas.imputed_v3.both_sexes.tsv.bgz X1190.gwas.imputed_v3.both_sexes.tsv.bgz X1210.gwas.imputed_v3.both_sexes.tsv.bgz X1339.gwas.imputed_v3.both_sexes.tsv.bgz X136.gwas.imputed_v3.both_sexes.tsv.bgz X1379.gwas.imputed_v3.both_sexes.tsv.bgz X1418_6.gwas.imputed_v3.both_sexes.tsv.bgz X1438_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X1468_3.gwas.imputed_v3.both_sexes.tsv.bgz X1468_5.gwas.imputed_v3.both_sexes.tsv.bgz X1498.gwas.imputed_v3.both_sexes.tsv.bgz X1508_3.gwas.imputed_v3.both_sexes.tsv.bgz X1518.gwas.imputed_v3.both_sexes.tsv.bgz X1538_1.gwas.imputed_v3.both_sexes.tsv.bgz X1538_2.gwas.imputed_v3.both_sexes.tsv.bgz X2000.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1065.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1074.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1075.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1094.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1111.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1138.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1220.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1226.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1265.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1286.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1309.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1387.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1465.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1473.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1474.gwas.imputed_v3.both_sexes.tsv.bgz X20023_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X20107_1.gwas.imputed_v3.both_sexes.tsv.bgz X20118_11.gwas.imputed_v3.both_sexes.tsv.bgz X20160.gwas.imputed_v3.both_sexes.tsv.bgz X2020.gwas.imputed_v3.both_sexes.tsv.bgz X20489.gwas.imputed_v3.both_sexes.tsv.bgz X20517.gwas.imputed_v3.both_sexes.tsv.bgz X20544_15.gwas.imputed_v3.both_sexes.tsv.bgz X2188.gwas.imputed_v3.both_sexes.tsv.bgz X2395_1.gwas.imputed_v3.both_sexes.tsv.bgz X2395_2.gwas.imputed_v3.both_sexes.tsv.bgz X2644.gwas.imputed_v3.both_sexes.tsv.bgz X2664_5.gwas.imputed_v3.both_sexes.tsv.bgz X2714.gwas.imputed_v3.both_sexes.tsv.bgz X30030_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30070_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30090_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30100_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30150.gwas.imputed_v3.both_sexes.tsv.bgz X30180_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30190_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30220_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30260_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30280_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30520_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3143_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3148_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3581_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3761_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4080_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4105_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X41215_0.gwas.imputed_v3.both_sexes.tsv.bgz X4124_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X46_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4803_0.gwas.imputed_v3.both_sexes.tsv.bgz X4803_11.gwas.imputed_v3.both_sexes.tsv.bgz X5104_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5108_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5116_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5119_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5133_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5134_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5201_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5254_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5262_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5265_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5983_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5984_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5993.gwas.imputed_v3.both_sexes.tsv.bgz X6138_6.gwas.imputed_v3.both_sexes.tsv.bgz X6141_1.gwas.imputed_v3.both_sexes.tsv.bgz X6145_1.gwas.imputed_v3.both_sexes.tsv.bgz X6149_3.gwas.imputed_v3.both_sexes.tsv.bgz X6155_7.gwas.imputed_v3.both_sexes.tsv.bgz X6160_5.gwas.imputed_v3.both_sexes.tsv.bgz X6164_4.gwas.imputed_v3.both_sexes.tsv.bgz X6177_1.gwas.imputed_v3.both_sexes.tsv.bgz X6177_100.gwas.imputed_v3.both_sexes.tsv.bgz X6177_2.gwas.imputed_v3.both_sexes.tsv.bgz X93_irnt.gwas.imputed_v3.both_sexes.tsv.bgz C3_BREAST_3.gwas.imputed_v3.both_sexes.tsv.bgz C3_MALE_GENITAL.gwas.imputed_v3.both_sexes.tsv.bgz C44.gwas.imputed_v3.both_sexes.tsv.bgz C50.gwas.imputed_v3.both_sexes.tsv.bgz CARDIAC_ARRHYTM.gwas.imputed_v3.both_sexes.tsv.bgz COX_ARTHROSIS.gwas.imputed_v3.both_sexes.tsv.bgz G6_NERPLEX.gwas.imputed_v3.both_sexes.tsv.bgz H7_LENS.gwas.imputed_v3.both_sexes.tsv.bgz I84.gwas.imputed_v3.both_sexes.tsv.bgz I9_IHD.gwas.imputed_v3.both_sexes.tsv.bgz K11_GALLBILPANC.gwas.imputed_v3.both_sexes.tsv.bgz K40.gwas.imputed_v3.both_sexes.tsv.bgz M13_HALLUXVALGUS.gwas.imputed_v3.both_sexes.tsv.bgz XIX_INJURY_POISON.gwas.imputed_v3.both_sexes.tsv.bgz
ENSG00000111725 -0.349293 -1.36414 -0.123284 0.371759 0.315884 -0.300313 1.21994 -0.680195 -0.281477 -0.99073 0.877228 0.487971 -0.506966 -0.756366 1.71396 -0.0406025 -3.2182 0.37889 0.129251 -0.758215 0.198538 -0.797572 0.25651 -1.53275 0.732066 0.221225 1.51035 -0.826655 1.37744 1.31102 0.686611 -0.758965 -0.664943 -0.54316 0.493711 0.506006 1.54458 1.53894 3.1172 1.44286 -0.555092 -1.33821 -0.121802 1.49495 -0.917857 NA 2.11422 0.219962 -0.862966 0.447715 0.00842227 -6.24249 -8.58383 -3.23254 6.67749 NA -4.26076 -0.048281 -2.71393 -0.408465 -1.14879 -1.7636 NA -1.72532 0.579221 -2.44095 -0.597087 -2.4066 1.52633 1.45996 -1.0309 -0.556106 -0.557094 -1.60574 -0.148185 -0.357118 -0.535939 -0.46658 -1.21161 NA -0.83275 -1.22365 -1.74447 -1.33293 2.31178 -1.16512 -0.442721 0.242424 2.04726 -1.02803 -0.669746 0.784582 -0.373755 1.12143 3.03982 -1.97044 -0.28653 -0.164808 -1.97898 0.762703 -0.186497 0.0595781 2.26619 NA 0.230053 -0.768083 -0.093844 NA 0.582594
ENSG00000111728 0.0998871 -1.09864 -0.0489926 0.25294 -0.83319 0.117127 -0.393009 0.235492 -0.884959 -0.607099 -0.694801 0.652613 1.35653 -0.474406 -0.909157 0.206374 0.0905426 0.493551 -1.79026 0.51309 0.467057 0.0627859 -0.128335 1.84002 -0.580159 -1.35651 1.46584 0.744308 1.01761 0.503053 -1.26136 0.756553 -0.555167 -0.78031 -0.290664 -0.167602 -2.42285 0.387717 0.355328 NA 0.16497 -0.0837269 0.0835803 NA NA -2.09912 -1.62946 -0.956024 0.425806 -1.3244 1.91472 3.01664 -2.59483 NA 0.710511 3.07781 1.36124 0.720686 -1.29338 -0.460093 0.414416 0.748267 -0.352698 -0.167993 2.27138 0.727249 -1.37862 NA -1.11595 0.277451 -0.476547 0.205074 -0.990508 0.524317 -0.425005 1.38475 0.959032 0.889419 -1.17044 -0.145408 1.87958 0.335 NA 0.80881 -0.0834255 0.829295 0.903602 0.406018 1.38961 0.860674 -0.399186 -0.29647 0.115109 0.240202 0.00284145 1.39543 NA 0.171778 NA -0.421273 -1.14768 1.17274 0.517874 0.96654 -1.48072 0.472167 -1.82629 0.427997 0.91371
ENSG00000111731 -0.195813 1.42833 -0.964853 -0.161806 -1.22942 NA -1.93435 0.0414937 -1.88943 0.754344 0.537371 0.95781 -2.32386 -0.440894 -1.59324 -1.08607 -1.89015 -1.75439 0.741162 1.12767 0.678713 0.287012 -0.970434 -1.64545 0.74854 0.060105 0.885826 0.715939 -0.471123 1.78297 0.0784932 0.0732039 0.0616502 0.364057 0.550452 0.276627 -0.500595 1.23008 -0.480182 -0.129732 -1.02313 0.158024 -0.532384 -0.592132 NA 0.0218746 1.31281 NA -1.0881 NA -0.35097 1.95672 -1.42763 -1.12804 0.664691 -0.426211 -0.899207 -1.22898 NA 0.614329 -0.428072 NA -1.34499 -0.354147 2.06546 -0.469339 1.52521 -0.492861 1.16105 0.0771991 0.0656309 -0.394692 -0.2384 0.0114112 -0.810481 NA 0.335432 NA NA 1.22555 -0.756576 -0.601649 -0.166333 NA -2.94599 0.38308 -0.0885033 2.62163 NA -1.73341 -2.97172 -0.0766973 -0.0828527 0.291572 NA NA -1.1202 -0.141943 -2.10434 0.221035 0.17244 1.22189 1.58059 0.0239667 -0.834175 -0.716338 1.41085 0.54611 0.177922
ENSG00000111790 -1.10813 -4.58654 2.02376 2.80688 0.816032 -1.71117 -0.526139 -1.26975 1.30603 1.09591 -1.69169 -2.48342 -1.0235 -1.25434 1.6165 1.1329 -2.73047 -0.729548 -0.830177 3.2367 -4.01831 -2.31484 -1.96422 1.43543 2.45298 1.00221 -2.7996 1.07231 0.420233 1.58386 0.784304 1.02436 1.38774 -4.18171 1.6876 -1.00469 -1.15756 -1.26338 1.11253 0.247684 1.52195 0.54362 0.380292 NA 0.492535 -1.0597 0.171211 1.31559 0.825148 -2.93402 1.9265 1.27576 4.59859 -1.99495 -2.89105 0.802599 0.727629 -19.6826 -24.4555 1.56449 -2.30659 -1.42439 0.166971 0.500049 -0.516046 0.0733245 0.200262 0.0164595 -0.541188 0.505076 0.711788 0.0575129 0.280134 -0.692559 -0.499238 -3.22902 -2.56577 NA -0.802565 -0.329857 -1.51946 -0.427101 -0.0109282 -0.201696 0.258909 1.51802 NA NA 1.45812 NA 1.33018 -3.69891 4.04165 -3.71321 -0.284501 0.617885 1.58341 1.29218 0.63976 0.324209 2.0598 -0.99269 NA -1.48377 -1.24736 NA 1.22574 NA -0.673561
ENSG00000111801 -1.25433 -1.02845 -0.206053 0.620799 -0.0981319 1.13183 0.185934 1.35252 -0.496653 1.02211 1.49815 1.93515 0.615233 -2.01918 -0.546866 2.25491 -1.52156 1.22202 -0.691037 1.1093 -3.03081 -0.437758 1.91889 1.20497 0.342366 -0.446973 0.20585 -1.47534 0.601048 -1.89618 -0.00292886 1.58318 1.07786 -0.515038 0.177245 2.56466 0.0304379 -1.22954 -2.26066 0.670246 -0.794991 -0.250089 0.930892 -0.149689 -0.24389 -1.68334 -0.471641 -1.09476 -1.33891 -5.21555 10.4171 1.97471 -2.46601 -1.55155 0.7991 -1.80043 0.324436 2.49134 -1.68176 -2.38232 NA -2.39909 NA -1.73098 -2.50663 -1.14285 -1.73525 -0.953926 -3.82788 -0.082824 0.756684 -0.878927 0.745048 -1.43679 -0.376779 -1.34862 -0.899809 NA -0.809297 0.11899 0.170393 -0.664113 NA 0.101356 NA -1.22918 -0.896521 -2.22703 2.5463 0.0947569 NA 0.690347 0.0701237 -0.953856 -1.15891 0.293207 -1.1665 1.57821 -0.0442639 0.349777 NA 0.0888329 0.159898 0.307887 1.3804 -0.200294 -1.76996 0.0896841 -0.855861
ENSG00000111817 -0.877947 0.607178 -0.320278 -1.51178 0.32074 -0.0652783 -1.75392 0.852802 -1.89244 -0.338027 -1.02103 0.0486613 -1.55498 -1.24546 1.02857 -2.31058 -0.939601 0.536052 -0.10886 -1.70188 0.323257 0.0626981 0.576412 1.4347 1.23243 -0.79393 0.290319 -1.73488 1.54366 0.522142 -0.588955 1.24093 -0.868417 0.864708 1.58764 1.15984 -0.17608 0.426531 0.538866 -0.57349 0.0239175 NA 0.767983 2.21492 -2.06725 0.741496 NA 0.011122 0.0561468 -1.16732 -1.36426 -2.08453 8.54437 1.88232 0.630426 1.60748 0.145155 -0.954945 1.02021 -2.18532 -1.9902 2.13788 -0.117714 -0.358901 0.407024 -0.51271 0.333995 -0.123633 -2.77555 0.493092 0.760317 0.444896 -0.425637 1.78496 2.06333 NA 0.761402 NA 0.379675 -0.485525 1.22412 2.09723 -1.25944 NA 1.5921 1.83438 0.42342 -0.0939615 3.53602 0.127401 -0.54167 0.850605 -1.26884 0.749939 0.596391 0.0685729 NA 1.09966 0.347709 -1.0769 -0.913966 -0.130308 0.0942591 2.5953 1.37521 0.111684 0.41973 0.24752 -1.31053
ENSG00000111843 0.729633 -1.38026 -1.28798 0.362809 0.124699 2.46296 0.0826018 1.16402 0.690033 1.92573 -0.328757 0.721396 0.164188 -1.33572 1.42694 -0.643138 -1.471 0.754135 -0.826884 -1.06192 1.16332 -0.368559 0.762383 -0.0600414 -1.72343 -1.19813 0.556447 0.734687 -1.54461 -0.242138 -1.41644 -0.0820533 -0.73779 0.254376 -0.0871588 0.47827 -1.5003 0.175933 -0.133708 0.905803 0.30307 -0.150419 0.711752 -0.117938 0.977668 -0.803376 0.562489 -1.64825 0.0484204 NA -2.23951 -1.49351 -1.55274 -0.0434074 NA -0.522624 0.49048 3.30755 2.42036 -0.911431 1.99756 -0.997807 1.11775 0.296139 1.09898 0.777621 -0.243441 1.60603 0.325295 2.36174 -1.58533 0.56557 1.0009 0.652451 0.532521 -1.1031 -0.336917 0.750281 NA -1.89341 2.18922 -1.11616 0.261981 -0.159214 0.348611 -0.426761 0.355121 0.364924 -0.479503 -1.70189 -1.37888 0.0748929 -0.118043 0.0935496 0.728783 -0.385367 -0.658451 1.23515 -0.41805 1.8939 -1.74033 1.18989 -0.661448 0.598911 0.707114 -0.462685 0.613786 -0.804055 -0.0149947
ENSG00000111846 1.31136 0.9503 -2.02525 -1.40878 0.380654 -1.92378 1.67366 -0.307366 0.488694 0.28015 -0.00939055 0.550505 0.429897 2.41905 0.781613 0.611847 -0.85996 0.49902 0.714359 -0.867512 1.41706 -0.679598 0.814004 -0.636166 -1.12069 -0.753785 -0.892906 -2.56809 0.691617 1.25986 1.16729 0.0675257 -0.399416 -0.421001 -0.184749 0.957333 0.157819 -0.104717 NA -1.37374 0.610545 -0.24459 1.25442 -1.23655 -0.123237 NA -1.18584 -0.67141 0.00660916 0.935744 -1.60327 2.73208 -0.969679 2.49305 1.00464 NA -2.2191 -1.25259 -0.203069 -0.548448 -0.38606 1.48841 NA -2.5186 -0.636424 -0.221672 -0.514491 -0.603521 -1.69983 -0.791948 1.56443 0.14741 0.421946 1.45271 -0.190384 0.104562 -0.0118942 0.626054 -0.940973 -1.72428 -0.988092 0.603495 1.16263 1.873 -0.0449297 0.436401 0.657086 1.29354 -0.527622 -0.273029 1.58741 0.132486 0.0577361 0.351304 -0.0383104 -0.0709122 -1.13604 -0.18079 -0.427227 -0.558039 NA -1.25666 1.13135 0.972616 -2.05774 -1.78098 0.028222 -1.163 0.55758
ENSG00000111850 -0.329323 0.258759 0.0638381 0.80449 -0.288301 -0.983385 0.0640689 -0.877008 NA -2.11125 -1.46557 0.36794 -0.521023 0.815967 -0.522676 -2.44684 -1.07988 0.385163 -0.252845 -0.118754 -0.333992 -1.08633 -1.66225 -0.145083 1.68435 0.564711 -0.142555 2.95835 1.64533 -0.200327 0.475423 0.291419 -0.391223 0.414178 1.37107 1.28411 -1.30423 -0.132418 1.08958 -0.853988 NA 2.2339 -0.101727 0.426777 NA -1.95655 1.51103 0.367939 -0.0868219 0.189376 -1.46333 0.777825 -1.98165 1.048 3.21179 1.35281 -0.15851 -0.713755 1.74026 -0.660744 NA -0.0716539 1.1239 -0.584626 0.764247 0.755954 0.145703 0.6501 -0.379684 -1.6381 0.869434 -0.757677 -0.592683 -0.317552 1.01261 -0.0874718 0.555054 -1.37653 2.1073 1.19946 -1.3509 2.39405 1.80729 1.14892 -1.05462 -0.191563 NA -0.346975 -2.5852 -0.951039 -2.15074 -1.44377 1.24785 -0.502335 -0.22293 -0.95761 -0.00863587 -0.524033 -0.451399 NA NA 0.566851 -0.972837 0.977157 0.322542 0.0295748 -1.05563 0.473336 -0.535828
ENSG00000111859 1.20337 1.78604 -1.11126 1.04766 -0.801631 NA 2.63916 -1.31786 NA -1.12766 -0.334073 0.347048 2.41436 0.511083 -0.51766 -0.0161501 -4.59786 -0.849465 -2.46101 1.4649 -1.83821 2.41984 0.111966 1.29089 0.525129 0.453044 -0.72404 -1.12529 0.545807 0.841821 1.90472 1.21139 1.43231 1.69309 0.0128114 -0.902842 1.69104 -0.37064 NA 0.858291 NA -0.417117 1.30763 0.100304 NA -0.658648 NA -1.16321 2.87549 -0.148471 -1.27089 -1.089 -0.192621 NA 6.10671 4.38902 0.689119 -3.33163 -1.15334 NA NA -0.309284 -0.374271 2.9474 -0.0608024 0.28224 -1.35053 2.01269 0.429909 -0.637359 -0.657401 -0.235118 0.750085 0.135289 -0.100264 -1.76192 NA -0.492129 -1.70843 0.449389 -0.396261 0.709106 0.703672 1.23396 2.48277 2.08042 NA -2.48703 NA -0.536376 NA 1.69118 0.0962848 -0.252585 -0.401159 NA 0.653913 2.49468 -0.911002 0.276488 1.05139 1.41101 0.774046 -0.858597 0.814055 0.347085 -0.166364 0.165791 -0.189134
ENSG00000111860 0.49658 -8.282 -0.362567 1.28283 1.42365 -0.84752 -1.57217 -0.727297 -0.915998 1.1797 -0.818162 1.17534 -1.13768 -0.0601763 0.764 1.27158 -0.607372 -0.584194 -0.806491 0.787901 -5.09803 2.34328 -0.57742 0.645846 1.13692 -0.156943 -0.364988 1.64937 -0.144227 -2.1301 0.994933 0.535646 -0.400279 -0.820317 -0.949711 -1.62631 0.00664421 2.89066 NA 0.684457 -0.100258 -0.633599 -1.30752 NA NA -0.420503 -1.97208 -0.00403645 -0.089715 -2.0833 -1.12998 0.455279 -6.09357 2.76108 1.13734 1.26103 1.01821 0.0546926 0.00418653 NA NA 0.0945365 -0.411795 1.53212 -4.07902 -0.0630453 -0.157008 0.0837127 0.230606 -1.96582 0.350622 0.381258 -1.16889 -0.450618 -1.47872 0.561082 NA -0.391815 0.266832 -0.0643783 NA -2.73082 2.37545 1.48794 1.86533 0.477424 1.11603 0.52013 -0.35296 -0.0836398 -0.050966 0.297477 1.53449 -2.66963 0.497888 -0.689377 2.45273 -1.84209 -1.32062 -1.20283 -0.280235 0.0632913 1.38834 NA -0.324293 -1.05824 0.888359 -0.27699 0.199692
ENSG00000111863 -2.50451 0.366139 -1.2978 0.0829214 -3.17216 -1.96874 -0.18552 -0.517566 0.209272 0.546629 -1.2249 -1.01086 -0.802647 -1.26821 0.343142 0.339012 -2.27313 1.39643 -1.58628 -2.20279 -1.74783 -0.923868 -0.379691 2.79284 1.1082 0.654892 -0.779045 -0.468622 1.15905 -1.09318 1.75924 -0.266092 -0.159315 -2.83078 -1.0142 2.648 0.680906 1.81854 NA -1.83049 1.13771 -0.994824 0.223035 -0.530932 1.43181 -2.1161 -0.236499 -0.913183 NA NA 2.54725 -1.5012 NA -7.30304 -1.38467 1.72926 -0.256246 3.0387 NA 0.919299 0.923678 2.41975 -1.68453 -0.158373 -2.61633 -0.332998 -0.280297 NA 0.785639 -0.00854725 0.831092 0.527461 1.86027 -0.144247 0.377652 NA -1.28504 -1.25452 -0.64735 -0.812973 0.524913 -0.570613 NA NA -0.00415784 1.45058 NA -0.687335 -1.8168 0.29596 0.0582154 -2.28609 2.79182 -2.12344 -1.15533 -0.812689 -0.634584 1.48056 -0.272857 0.0494491 1.69612 0.718099 -0.197263 1.83066 -0.848391 0.413761 -0.550315 0.776036 2.20469
ENSG00000111877 -0.150623 2.30715 0.752043 -1.64788 0.148873 -0.136083 0.863478 1.42867 NA -1.58763 0.660268 1.38923 -2.15031 2.23963 2.143 -1.41162 1.31483 0.674694 0.507599 0.0352196 -0.180032 -2.48172 -1.18929 0.218634 -0.0409798 2.10784 2.37837 -0.507444 0.0271966 1.26915 -0.024592 -0.0416011 0.127427 -1.07102 -0.527939 -2.4966 -1.69345 -2.11954 NA NA -0.155557 1.48913 1.63552 NA -0.2724 0.367429 0.268733 -1.1064 0.94341 NA 2.53499 -1.2254 NA -1.85471 -1.48896 -3.71742 NA -2.59432 -0.0871847 0.786972 2.30879 -0.15899 1.96792 -0.692895 2.22498 -0.679089 0.414495 -0.788146 2.47959 -0.0591418 0.647439 -2.94531 NA -1.03413 -0.380599 -1.74143 NA 0.779834 0.889793 NA NA 1.14258 -0.416121 -0.956214 -0.844368 0.0876728 -0.243767 -1.39955 -0.895616 0.534181 -0.38268 0.171843 0.142501 -0.185484 -0.842339 0.0180351 0.0742608 NA 0.218733 -0.78091 -0.271475 0.430741 0.153229 0.709362 -1.1178 2.37278 NA -0.502732 0.994616
ENSG00000111880 3.90951 -0.219289 -0.149967 1.50476 -0.115886 -1.05696 0.689059 0.187454 NA -0.028578 -1.49718 1.23367 -0.287769 0.975927 1.47568 0.563119 -0.464156 2.17795 -1.45202 -2.31546 1.58155 0.145253 0.292941 1.40343 -2.52273 0.921916 0.885287 2.95963 -0.252084 -1.22879 1.65361 -0.535963 -0.185973 1.21461 0.516798 -0.446095 -1.36367 -2.22594 -0.636489 -0.835505 -0.443922 -0.277625 -0.195922 0.875705 1.5248 0.593073 0.0600657 -1.77886 1.62331 1.06766 0.773453 -0.398925 -0.572686 -1.70172 2.61445 0.103629 -0.717014 1.36344 -1.18935 0.593288 -0.138712 -0.479332 0.309905 1.2571 0.185107 1.54275 -1.15367 2.42985 -1.87833 2.05624 -2.01055 -1.51541 0.616868 -0.737049 0.140571 -0.466775 -1.15108 NA NA -1.11716 2.07883 0.617723 -1.02777 -0.647296 NA NA 1.24701 NA 0.386156 -2.17526 -1.19093 0.231205 -1.04978 0.671474 1.21444 -1.14443 NA -0.433207 -1.017 0.492003 -0.491416 1.04017 -0.344333 NA 0.272603 1.46936 -0.921579 -0.585034 -0.0709402
ENSG00000111885 0.751632 4.12492 -1.94865 -0.311999 0.0171652 -2.25634 -0.542377 -1.27646 1.46444 -1.20556 2.28829 0.458929 -0.543154 0.00494742 0.400777 2.46733 -0.21603 -1.20842 -2.81183 2.81009 -1.56093 -0.651646 -1.02076 1.4938 -0.418304 1.17165 -0.637751 -0.795909 -0.0636687 0.251337 0.0751124 -0.738827 -0.58046 -1.25298 -1.15022 1.19834 -0.527677 -0.203154 1.16142 0.461301 0.30862 -0.0502168 1.63973 -1.74499 -1.016 1.95577 -1.40715 1.4873 0.974079 0.974723 -0.560477 1.26305 -2.18487 NA 0.0556531 -3.10855 0.918239 -1.36106 0.0210742 0.606102 0.0391296 NA 1.45399 0.43594 0.675109 -0.250974 -1.02383 0.174793 1.66342 0.682185 -1.02106 -1.02178 -1.04138 -1.24979 -1.10673 -0.52088 -0.818858 0.0418694 NA -0.0403714 1.30909 0.982425 0.0228935 -0.435261 1.25411 -0.00326885 0.563332 -0.768992 -0.691922 -0.0747005 -1.56065 -0.795015 0.404085 -0.500362 -0.346088 -1.20978 1.14338 NA -1.39972 0.806841 -0.217226 -1.95922 0.952209 0.811745 -0.823994 NA -0.365302 -0.801603 -1.86997
ENSG00000111897 0.712169 -4.68045 -0.270893 2.44702 0.814724 1.51313 -0.424406 -1.22728 0.105942 -0.911725 0.00549547 -0.726212 0.298889 2.06911 -2.41287 0.12366 -0.897738 -0.217667 1.51206 1.01051 3.43291 -1.77868 -2.41311 1.57647 0.675625 -0.423504 -0.839885 0.97768 -1.05842 0.477526 1.03518 -0.114514 0.305573 2.44582 -1.41163 -1.07513 -0.0305925 0.330248 NA 0.996246 1.11285 1.32344 1.47848 2.02275 -0.25591 0.137174 NA -2.87735 -1.36916 -3.99219 0.394269 -0.252065 0.611321 -0.40806 -1.11968 2.19174 0.327827 NA 2.6816 1.24536 2.41071 -0.257701 1.62043 0.789855 1.26456 1.20816 0.547489 0.381958 -4.46246 0.713388 -0.729713 -0.883735 2.32528 -0.627159 0.0780112 1.29285 0.826062 0.617778 -2.26494 -1.16902 0.521789 -3.8901 1.0759 1.77507 -0.187544 NA 0.822473 -0.308133 1.38118 -1.82904 -1.20029 3.61751 -3.45891 1.75475 0.280741 1.21815 NA 0.0271994 1.24546 1.83153 -1.0879 -0.93785 1.93426 1.86003 -1.14235 NA 1.46169 -0.181122 0.0912209
ENSG00000111906 -0.266361 -1.3432 -0.751932 -0.507577 1.49415 0.361121 -2.5542 -0.482081 NA 3.25406 0.243701 0.828668 0.00788954 -0.700223 1.15891 -0.413515 -1.52408 -0.439187 0.618794 3.02568 2.8334 -0.334922 0.413977 -0.610612 0.910981 0.236839 -0.537604 -0.23772 -0.0421669 0.611331 -0.983865 1.98088 1.04057 0.935031 -0.242924 1.71892 0.184057 0.355444 1.73071 -0.66336 -0.865801 1.84445 -1.99973 1.29294 -0.429062 -0.338903 -0.0805435 -0.139165 0.424627 -2.79582 1.15385 1.62242 -1.14977 NA 3.62942 NA 1.73952 NA 0.983118 0.333552 -0.960276 NA -2.6164 -1.69881 1.2089 -1.0601 0.622899 -0.829428 -1.21193 -0.343736 -2.33808 -1.92176 0.515752 0.852103 -1.25107 NA NA 2.29318 -0.73863 -1.80769 0.389021 -1.75314 NA -2.29167 2.07257 0.394833 NA -1.81666 1.14483 0.460206 0.685106 0.404116 -1.08134 2.08647 0.842441 -0.686305 -1.99942 NA -1.31894 -1.06626 -0.256011 -2.39262 0.199828 0.400018 0.204976 0.300677 0.304066 0.324433 -0.375016
ENSG00000111912 -0.57849 -0.684882 -0.463542 0.70871 -0.789943 2.28746 -0.268198 -0.169082 NA 1.2975 -1.10924 -1.06133 -0.909899 -1.72772 -1.08475 -0.912385 -0.251964 -1.55874 0.209064 -0.54985 -0.842062 0.821956 1.74587 -0.482552 -2.16437 -0.481205 0.0114876 -0.40472 -0.98222 0.64652 0.632662 0.108169 0.0683905 -2.36706 -0.629097 -1.48785 0.179685 -0.974512 1.44589 -0.0504736 0.346147 -1.14027 -2.11078 -1.9172 2.63846 -1.7387 0.237083 -0.516317 NA -3.21049 NA 0.971269 NA NA 2.26667 -0.917243 -0.74141 -2.65557 -3.58763 NA -1.17824 -1.47158 -0.174589 -0.683159 -1.84384 -0.643256 0.235948 -0.552755 -1.0204 -0.787876 0.21778 0.964343 0.0794473 1.23694 -0.743612 NA -3.59294 0.0443991 NA 1.3721 -0.272541 -0.184787 -0.291853 0.0715591 -0.196971 -0.159993 0.810161 0.108522 0.641227 0.342988 1.93313 -0.721828 0.670608 -0.0554428 -1.84809 -1.11896 NA NA -1.69395 -0.0455227 NA 0.415942 -0.930354 0.286508 0.169703 -0.573049 -0.780037 -0.190726 -0.323902
