X1011.gwas.imputed_v3.both_sexes.tsv.bgz X102_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X110001.gwas.imputed_v3.both_sexes.tsv.bgz X1150_1.gwas.imputed_v3.both_sexes.tsv.bgz X1180.gwas.imputed_v3.both_sexes.tsv.bgz X1190.gwas.imputed_v3.both_sexes.tsv.bgz X1210.gwas.imputed_v3.both_sexes.tsv.bgz X1339.gwas.imputed_v3.both_sexes.tsv.bgz X136.gwas.imputed_v3.both_sexes.tsv.bgz X1379.gwas.imputed_v3.both_sexes.tsv.bgz X1418_6.gwas.imputed_v3.both_sexes.tsv.bgz X1438_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X1468_3.gwas.imputed_v3.both_sexes.tsv.bgz X1468_5.gwas.imputed_v3.both_sexes.tsv.bgz X1498.gwas.imputed_v3.both_sexes.tsv.bgz X1508_3.gwas.imputed_v3.both_sexes.tsv.bgz X1518.gwas.imputed_v3.both_sexes.tsv.bgz X1538_1.gwas.imputed_v3.both_sexes.tsv.bgz X1538_2.gwas.imputed_v3.both_sexes.tsv.bgz X2000.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1065.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1074.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1075.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1094.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1111.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1138.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1220.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1226.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1265.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1286.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1309.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1387.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1465.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1473.gwas.imputed_v3.both_sexes.tsv.bgz X20002_1474.gwas.imputed_v3.both_sexes.tsv.bgz X20023_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X20107_1.gwas.imputed_v3.both_sexes.tsv.bgz X20118_11.gwas.imputed_v3.both_sexes.tsv.bgz X20160.gwas.imputed_v3.both_sexes.tsv.bgz X2020.gwas.imputed_v3.both_sexes.tsv.bgz X20489.gwas.imputed_v3.both_sexes.tsv.bgz X20517.gwas.imputed_v3.both_sexes.tsv.bgz X20544_15.gwas.imputed_v3.both_sexes.tsv.bgz X2188.gwas.imputed_v3.both_sexes.tsv.bgz X2395_1.gwas.imputed_v3.both_sexes.tsv.bgz X2395_2.gwas.imputed_v3.both_sexes.tsv.bgz X2644.gwas.imputed_v3.both_sexes.tsv.bgz X2664_5.gwas.imputed_v3.both_sexes.tsv.bgz X2714.gwas.imputed_v3.both_sexes.tsv.bgz X30030_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30070_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30090_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30100_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30150.gwas.imputed_v3.both_sexes.tsv.bgz X30180_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30190_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30220_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30260_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30280_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X30520_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3143_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3148_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3581_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X3761_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4080_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4105_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X41215_0.gwas.imputed_v3.both_sexes.tsv.bgz X4124_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X46_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X4803_0.gwas.imputed_v3.both_sexes.tsv.bgz X4803_11.gwas.imputed_v3.both_sexes.tsv.bgz X5104_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5108_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5116_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5119_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5133_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5134_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5201_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5254_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5262_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5265_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5983_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5984_irnt.gwas.imputed_v3.both_sexes.tsv.bgz X5993.gwas.imputed_v3.both_sexes.tsv.bgz X6138_6.gwas.imputed_v3.both_sexes.tsv.bgz X6141_1.gwas.imputed_v3.both_sexes.tsv.bgz X6145_1.gwas.imputed_v3.both_sexes.tsv.bgz X6149_3.gwas.imputed_v3.both_sexes.tsv.bgz X6155_7.gwas.imputed_v3.both_sexes.tsv.bgz X6160_5.gwas.imputed_v3.both_sexes.tsv.bgz X6164_4.gwas.imputed_v3.both_sexes.tsv.bgz X6177_1.gwas.imputed_v3.both_sexes.tsv.bgz X6177_100.gwas.imputed_v3.both_sexes.tsv.bgz X6177_2.gwas.imputed_v3.both_sexes.tsv.bgz X93_irnt.gwas.imputed_v3.both_sexes.tsv.bgz C3_BREAST_3.gwas.imputed_v3.both_sexes.tsv.bgz C3_MALE_GENITAL.gwas.imputed_v3.both_sexes.tsv.bgz C44.gwas.imputed_v3.both_sexes.tsv.bgz C50.gwas.imputed_v3.both_sexes.tsv.bgz CARDIAC_ARRHYTM.gwas.imputed_v3.both_sexes.tsv.bgz COX_ARTHROSIS.gwas.imputed_v3.both_sexes.tsv.bgz G6_NERPLEX.gwas.imputed_v3.both_sexes.tsv.bgz H7_LENS.gwas.imputed_v3.both_sexes.tsv.bgz I84.gwas.imputed_v3.both_sexes.tsv.bgz I9_IHD.gwas.imputed_v3.both_sexes.tsv.bgz K11_GALLBILPANC.gwas.imputed_v3.both_sexes.tsv.bgz K40.gwas.imputed_v3.both_sexes.tsv.bgz M13_HALLUXVALGUS.gwas.imputed_v3.both_sexes.tsv.bgz XIX_INJURY_POISON.gwas.imputed_v3.both_sexes.tsv.bgz
ENSG00000157823 -0.209164 -0.494539 -0.536845 -1.03143 -0.14775 0.525979 -0.320677 -0.975829 0.206067 0.740095 -0.648621 1.04842 1.76586 -2.30042 0.558518 1.41574 1.78454 0.772288 2.88237 0.587386 1.05645 -1.24926 0.307051 -2.52438 -2.00382 -0.683272 2.49844 0.566116 0.355471 0.874938 -1.21561 0.353217 -0.0201981 0.767971 -0.0226735 -0.159564 1.7787 1.46573 0.214168 -0.18399 1.92476 -0.296801 -2.26118 0.486442 -0.00132669 -0.912747 NA 1.21503 NA -0.606271 1.85748 -3.05205 3.54011 3.21353 2.64187 -2.90664 -1.26637 0.892955 -1.06437 NA -0.782083 NA NA -0.2655 1.41509 1.24219 -1.06345 2.33503 -1.76453 0.736247 0.155592 0.648733 -0.00334137 2.60259 1.70755 -1.18803 -1.55905 -1.72541 2.07092 0.85865 2.07555 -1.43586 0.75382 1.60747 2.01498 0.608449 -1.17811 -0.0384231 -0.438147 0.913829 0.413431 3.03229 -1.29574 -0.250857 NA 0.22907 0.785304 0.722406 -0.720436 -0.793394 NA 0.577477 -0.160936 1.62439 0.421769 -1.00141 0.409937 NA -0.595206
ENSG00000157827 -0.108234 -2.37995 0.135811 -1.21223 0.615427 0.198083 1.04974 0.398823 NA -1.03719 -0.340135 -1.43754 0.23199 0.410827 -0.100148 1.91382 0.967983 -0.726278 0.38622 0.596818 -0.467359 0.500641 -1.10137 -1.13575 -0.0194081 -0.268035 0.34874 0.218459 0.90001 -0.316016 -0.490626 -1.76019 1.21198 -0.34349 -1.21781 1.55182 0.224343 0.880672 1.71105 0.155122 -1.10253 0.873461 1.62994 1.11048 NA 0.617469 0.713038 1.59045 NA 1.56363 NA 3.06031 NA 1.56639 -2.45186 NA 0.284553 0.896877 0.77407 0.348404 -0.0315719 -0.417138 NA -0.393802 0.684618 -1.78998 0.436776 -2.66154 -0.331679 -0.767506 -0.372498 -0.798632 1.26272 0.320938 0.267042 -1.1418 -0.564421 NA -0.436683 NA NA -2.15807 0.68797 0.404135 2.01814 -0.287877 0.315185 -1.4653 -0.863363 -0.501263 -1.1769 1.67174 -0.56602 0.843921 1.64485 -0.831223 0.266005 NA -0.285244 -0.680594 -1.46245 -0.117169 1.32549 -0.241087 0.143305 1.29659 -0.160696 0.0767123 0.185544
ENSG00000157837 -0.270916 -0.395222 0.500297 -0.259553 2.84529 -0.162181 -2.88342 -0.211511 NA 0.764322 -1.81247 1.82321 -0.591328 1.84933 -1.63035 1.7053 1.28738 -1.06349 -0.351997 -0.0852073 0.10006 -1.87488 0.544754 0.138599 4.06572 -0.238459 -0.495604 3.11129 -0.738034 -0.585321 -1.39363 1.72719 -1.38474 -2.76013 -2.27577 -0.332315 -0.905147 -1.05028 0.651373 1.72216 NA NA 2.99041 -0.444109 NA 2.05171 -0.394823 -1.17354 3.64381 -3.56753 NA 5.53899 4.3583 4.21165 -0.276578 -1.67407 -0.952972 5.58557 2.18914 1.5046 -0.0653387 -0.277829 NA -0.95641 0.158539 -0.0668752 1.0176 -0.896969 1.00569 0.391458 -1.34931 -1.26189 1.05556 -1.01599 -1.32422 0.794593 1.0054 0.206934 -1.09824 0.070647 -0.432201 -0.373494 0.595298 0.535789 -0.475646 1.03175 0.401752 -1.62573 0.510385 0.914013 0.223339 -1.04064 0.825267 -0.303563 -1.01561 NA NA -0.460288 1.11123 0.720545 0.717961 0.107734 0.575832 NA -1.32173 2.27582 -1.62741 1.14719 1.2173
ENSG00000157856 -2.17885 0.531139 -1.67512 -0.406972 -0.352802 NA -0.956416 0.523797 NA 0.243649 -2.06517 0.268492 -1.57632 -0.14429 -0.176981 0.860051 -0.467017 -0.739653 1.19716 -0.0660153 -2.42748 -0.946906 -0.379936 0.625892 0.734678 -0.734347 -0.968787 2.62872 0.141002 0.823848 1.98346 0.865357 -0.329245 -0.628843 0.0750626 -0.163431 1.33448 0.819733 1.58633 -1.50482 NA 1.87336 -0.242036 -1.47229 NA -1.5073 1.2431 -2.42729 NA -0.289664 -0.150047 -1.11797 1.45753 1.11489 2.28813 NA 1.26932 -0.64116 0.93868 -0.526817 -0.106991 0.221429 2.62484 -1.72014 -1.35733 0.516377 -1.92041 0.369399 1.5098 -0.698349 2.02831 -0.109615 0.647035 -1.79762 -0.511502 -0.401889 -0.67236 -0.643709 -0.452498 -0.773116 -0.59364 1.14001 1.54558 0.767086 -0.13565 -0.532426 -1.23761 1.55261 0.484553 0.276567 NA 0.851353 0.273409 NA -0.411932 0.319361 -1.9649 -1.30724 -0.250785 1.73635 -1.31577 -1.93196 0.119004 -0.254608 -0.313739 NA 0.391364 0.859034 0.227433
ENSG00000157873 1.39015 -2.2827 -1.06707 1.5755 -1.07724 NA -1.87049 1.66593 NA 1.36079 -2.89006 0.586909 -0.684055 -0.203209 0.00375156 -0.696746 0.437423 1.08168 2.40622 1.05127 1.80424 1.02306 0.513328 -0.633288 -4.16931 0.47174 1.00052 0.621466 0.173744 -1.03121 0.367307 -1.7986 -0.00259469 -0.112607 1.00168 0.438205 0.504302 -0.941571 0.467049 -1.25794 1.40627 -0.77391 2.55872 NA -0.348141 0.145966 0.398902 0.712606 1.49393 NA 1.47047 -0.174202 0.683434 -5.2001 -0.222349 -1.32705 1.26305 1.81382 1.25918 -0.211351 NA -0.382014 NA 3.17454 0.823053 -0.923116 -0.113788 -0.553904 1.15771 -0.748773 -0.379145 1.98138 -1.19681 -0.606414 0.870582 -2.41296 -3.01222 0.662233 -0.734109 -0.259588 -1.28639 -1.31054 -1.31234 -0.741799 -0.787043 -0.375754 1.1289 2.20573 -0.459522 1.04212 0.0767428 -0.128434 -0.166164 1.12456 0.0119248 -0.33036 -0.569931 -0.834805 0.71503 2.10993 1.6543 0.699879 2.15527 -0.198544 0.990651 0.0041843 NA -2.39112 NA
ENSG00000157954 0.779871 1.82977 -0.0693646 1.07741 -0.709194 1.26147 0.438093 -1.19125 -1.51922 -1.34259 -2.75299 0.44876 -1.21418 1.04446 0.439044 0.708412 -0.24574 1.68163 1.27781 -0.804066 0.360925 2.47806 -0.207052 1.12101 -0.453674 -0.961382 2.09219 -1.23793 -1.06751 1.10341 -1.78521 -0.552397 0.261071 0.537145 0.864259 2.7105 2.2899 -1.30063 1.8542 -0.542361 0.387173 NA -0.658503 -0.229433 NA -0.500995 -1.37448 -0.42338 0.0118677 NA 0.725204 -0.673927 1.28928 1.27066 -0.504493 -0.678225 -0.794134 -1.55241 1.08984 0.0366126 3.28634 -1.46168 -0.572103 -0.0845505 1.58575 -2.07308 1.22405 NA 2.81619 0.328208 0.258902 0.912641 0.473283 -2.28901 0.286689 -1.43012 -1.93913 0.378321 -0.851691 0.263237 -0.570494 -1.04217 -1.21983 -0.91584 -0.600991 -0.81491 0.819732 0.858959 -1.0051 0.623762 0.503456 1.74072 -1.09691 1.24115 NA 1.96378 NA 2.92405 1.49687 0.247459 NA -0.62503 1.30376 0.647481 1.31174 0.999749 0.484019 -0.923577 1.00742
ENSG00000157978 -1.97166 -1.22376 -0.400976 -0.359682 -1.66368 -1.08413 -0.216966 -0.206548 NA 0.992106 -0.86178 3.88537 1.10418 -2.26652 -0.357633 0.561076 -2.43654 -1.72373 1.48244 -0.186807 -1.64455 -0.324978 0.435935 -1.17716 -0.974304 -0.68288 0.0471447 0.126927 -0.745312 1.02726 0.542789 0.0175855 -0.277375 2.05181 -0.671363 0.17165 1.09279 -0.603096 -0.263455 -0.934272 NA -1.06191 -0.835067 -0.611318 1.81837 -0.317679 NA 1.64548 NA -1.14601 2.78295 1.42116 -14.3142 -0.428407 0.256787 1.61345 NA -0.99855 -1.05133 1.41437 -0.488483 -3.01549 -0.241518 2.07711 -1.87201 -1.01002 -0.01342 -2.03645 0.845098 0.781386 -0.796544 0.197727 -1.37311 -0.324825 -0.968171 2.81078 2.38646 -0.500359 0.317079 -1.08391 0.138669 -0.18537 0.0374595 -0.34166 0.76789 1.74974 -1.36043 -0.418829 0.535308 0.0481599 0.834358 0.231055 1.07225 -1.25189 -0.304302 -0.239634 0.338338 -0.336726 0.0803357 0.476434 0.658431 1.43667 0.382966 -0.221909 0.863901 -1.90188 -1.29157 NA -2.21821
ENSG00000157985 0.947554 -1.06777 0.943219 1.34707 -0.840433 -3.30877 -0.794464 0.0250262 -0.789733 0.644956 -0.0320933 -0.770288 1.19576 -0.443688 -0.476738 0.486283 0.617004 1.93311 2.01905 -1.27321 -0.218891 -0.320928 -0.732302 0.631812 0.113281 -1.23766 0.266665 -0.287012 1.60026 0.994654 -0.650335 0.773322 -0.00244515 -0.275595 -1.1794 0.643495 0.0230131 -0.403325 0.0513714 0.0708669 0.957668 -1.14355 1.58334 0.844199 0.837285 NA NA -0.0782453 0.304824 -2.59436 -0.969062 0.437432 1.16852 -0.4973 4.76945 -0.75542 -0.0239511 1.17127 0.556704 0.390259 -0.449956 1.41582 -0.312674 -1.00144 -1.4996 0.538678 -1.96741 -1.40743 0.106243 1.17703 0.305104 0.731689 0.434952 -1.81735 -0.776947 1.3392 0.415661 0.153681 0.226809 -0.70796 0.27696 -1.88687 -0.519037 -0.519289 1.09614 -0.172438 0.565783 -0.977706 1.92578 0.346348 -0.53695 -0.0667453 -0.0819452 0.54523 -0.0211192 -0.360306 NA -0.923865 -1.02467 NA -0.801347 -0.589179 -1.62243 3.24651 0.457037 0.223851 -0.273348 -2.66652 -0.57907
ENSG00000157992 0.222787 -4.04581 2.25406 -0.0618912 -1.23871 -1.16627 0.0557645 -1.77923 NA 0.989312 -0.25658 -2.07732 -0.586733 -1.29654 1.89632 -0.271591 -3.5167 1.90696 1.60254 -1.1859 -2.74187 0.668911 -0.718097 0.0335637 0.145488 -1.08595 1.97887 -0.476321 0.758432 -0.453996 -0.193122 -1.09667 -0.856152 -4.87646 -1.33335 -2.20095 -0.340526 -0.231714 -0.591763 -0.114797 0.855286 -3.18349 -1.8241 -0.0308464 -2.45583 -0.938392 0.738074 -2.96433 3.69217 0.742966 3.86037 -8.92868 3.42853 -2.09713 3.35821 9.03813 2.08025 6.94661 -0.564637 2.1638 0.901429 1.16127 -8.33154 1.60865 -3.99185 0.93851 0.00368413 1.01056 2.84113 -0.503518 -1.46535 0.0464913 -1.29275 -0.643847 1.34818 2.11571 1.51993 -2.20891 1.87509 2.38445 -1.84625 -1.64208 0.565486 1.44043 -2.08592 -0.671462 -0.755558 -1.81259 -1.33423 -1.94013 0.203323 -2.92773 2.03441 -1.09346 -1.55215 0.155927 -1.23379 0.42855 -0.270723 -1.75563 -0.0275712 0.280195 -0.366094 -0.0695322 0.1468 1.70466 -0.992047 -0.623524 0.139483
ENSG00000158062 -1.0339 0.803586 -0.993551 -0.524979 2.04895 1.38303 -2.08586 -0.51807 -0.317217 2.1922 0.35023 -0.803925 0.220524 0.731862 0.802649 -0.785535 1.81864 -1.39324 2.24393 0.492848 3.00372 -1.19729 -0.597086 1.49656 0.744264 -0.869713 0.283355 -0.561771 0.463285 0.989618 0.0270177 -0.765669 -1.24281 1.23553 -0.195248 -0.874605 1.47033 -0.688585 2.0495 1.08785 0.535999 1.34701 NA 1.13719 -0.302392 -1.29865 -1.82581 -0.110409 NA 1.91546 1.85286 2.81809 -0.621715 1.75221 -0.941479 -3.67966 1.10279 -3.02732 -0.692302 0.403246 -1.48083 3.31567 0.959865 1.18622 2.77355 0.619998 0.373835 0.63496 -0.4545 0.75247 -1.33178 2.23683 1.03427 -1.27883 -0.353562 2.25937 1.58194 2.37484 -0.0831426 NA -0.329227 0.117974 0.420023 0.342305 NA -0.0304428 NA 0.608708 -0.163215 NA -0.186035 -0.541915 0.640122 0.0683673 NA 1.60089 1.35221 NA 1.91442 -1.02255 0.063722 -2.61009 0.383832 1.39433 -0.92988 -1.35753 1.55428 0.00842338 -1.17264
ENSG00000158106 0.722277 -3.36283 -2.0832 1.50682 -0.748379 -1.41103 0.65417 -2.51759 1.48534 1.50044 -0.386647 -1.58819 0.0369531 3.44501 -0.729772 0.900773 2.62618 -1.3308 0.4279 -2.56611 0.18561 1.08423 -0.266183 1.09272 0.093239 0.591375 -0.957581 -0.376149 -2.127 -0.000948654 1.06489 1.4125 1.10807 -1.10312 0.74782 1.67634 -0.193628 -0.32233 1.1765 -0.595259 -0.277516 -0.551226 -0.73903 0.004461 1.16611 NA 1.33105 1.21432 -2.53559 1.94806 0.0793508 0.387274 -1.33121 -0.391248 1.82997 -1.48685 -0.322861 -0.392874 0.246698 -1.0673 -2.39411 NA 1.16222 1.04388 2.7613 0.27419 NA 0.563878 -0.725934 0.0169881 0.606801 -1.7862 -1.0391 0.599162 1.83255 -0.349448 -0.247786 0.535081 -1.26426 0.879381 -0.657415 -1.39134 -0.232739 0.875818 -1.153 -0.749617 -1.318 1.58188 -0.442164 NA -2.59473 0.977647 -0.16301 -0.970996 0.243056 0.0550471 0.0312748 -0.518434 0.222849 -0.191232 0.197768 3.27838 0.0391596 -0.528145 1.28121 1.75385 1.29144 NA 0.365589
ENSG00000158109 0.191618 -1.20965 -1.36888 -0.538324 -0.120974 NA -0.574839 -1.64227 NA -1.08913 0.984196 -0.552891 -0.949175 -0.282795 1.63421 0.967036 0.441795 -0.634706 0.334002 -0.516586 1.29893 -0.499752 -0.693509 -0.37991 -0.902427 -0.512362 -0.216578 -1.08497 0.225644 -0.0642068 0.246382 0.674607 -0.049213 0.868219 0.411538 0.925765 -0.32993 1.50812 -0.930407 -0.281876 -1.53414 -0.234777 0.858174 -0.615663 0.205567 NA 1.60594 -1.30115 0.195363 -0.738365 0.783876 0.470353 -1.24856 -0.413641 0.678152 -0.148595 -0.153162 -1.39121 -0.0785 0.320555 -0.233853 0.281915 0.00375584 -0.535209 -0.896583 -1.05657 0.0106627 -0.26469 0.787544 NA 0.618461 -1.22059 0.605597 1.06536 0.507821 -0.820821 -1.01556 NA -0.00906269 1.07057 0.845492 -0.180181 -0.18969 0.194568 -0.319115 -0.66507 -0.806931 -1.04252 0.104964 0.377426 -0.564887 0.38655 0.602778 -0.0989587 -0.154079 0.889214 0.582092 1.22681 NA 0.0644659 -0.581672 -0.466226 1.47881 1.77096 -0.235675 1.23043 0.0264714 0.823833 1.17221
ENSG00000158113 -0.252413 -0.690585 -1.1617 -0.0899295 1.06582 0.846704 0.211327 -0.0200578 NA 1.04847 -0.747308 -0.623449 1.28826 -0.0552148 3.35898 1.63871 -0.559863 -0.00454648 3.02978 0.71618 -1.74986 0.836123 0.695468 0.821049 0.851651 0.0361477 -0.573011 1.58342 -0.732586 -1.23369 -0.211167 1.5964 1.4338 0.588039 0.374601 0.591701 0.546967 -0.109982 0.485655 2.36882 -0.593819 0.0334947 -0.89964 -0.763634 -0.569239 0.809991 0.879082 NA -1.36254 -0.332157 -0.407485 -0.501911 2.68868 3.10105 2.02889 0.883156 -0.475828 NA -1.37969 0.0636919 1.65071 1.17446 -1.95343 0.390352 -1.87024 1.06469 0.740492 0.476817 -1.88838 -0.945116 1.6428 0.097021 0.584092 0.738531 0.755209 NA -1.02649 -1.58591 0.349814 -1.36303 -1.98714 -0.900504 0.140873 0.292601 0.877598 0.471546 NA -1.18257 0.549032 2.43244 0.0121628 0.510514 0.250683 -0.845183 -0.927347 NA 0.0483729 -1.87846 -1.16384 0.342411 3.26898 0.284547 -1.09051 -0.428432 0.423925 -1.8493 -2.35397 -0.684735 -1.58901
ENSG00000158158 -1.6159 2.53327 -1.3476 0.0746231 -0.00513118 1.10145 -1.14371 -0.688997 NA 1.40296 -1.04536 0.266317 0.156985 4.00465 -1.67202 -0.845092 0.327959 0.0279347 -2.2058 -0.549163 2.52267 -1.13607 -0.436308 -0.153806 1.62694 1.66287 1.63782 1.11661 -0.786645 0.0215636 -0.4494 0.485103 2.1232 3.83349 -0.394461 -0.83047 -1.72295 -1.39452 2.53604 -0.164777 NA 0.404119 0.111583 1.58953 -0.510617 1.87161 -1.57066 0.87621 -1.36617 0.0143406 0.420266 0.883851 -0.577715 11.869 NA 3.28236 -2.77586 -1.35422 2.72466 0.33472 0.445784 -1.5048 -0.969267 -0.180735 -0.669086 1.83241 -1.02122 2.14932 -1.09384 0.84792 -0.371611 0.870347 1.85442 -1.3558 2.31548 -0.454932 -0.911241 -0.468036 NA 0.13202 0.809775 1.32463 -1.04624 -1.38141 -1.9204 -1.21181 -1.62474 0.60134 0.377248 -0.306774 -0.665095 4.07446 -3.64532 3.04304 -0.00591342 -0.581107 -0.531337 0.100489 -1.08744 0.691272 -0.0905511 3.68144 -0.645382 2.22952 -0.912073 0.064955 -0.307229 -0.52763 0.900666
ENSG00000158161 1.07571 2.49992 0.712319 0.560653 -1.45237 -0.0317099 0.0471925 -0.337344 -0.862477 2.49354 -0.401846 0.288898 -0.618468 0.845999 1.05421 0.0175536 1.38534 0.100583 0.0291421 -0.776249 -4.40571 -1.90042 -2.82315 2.03632 2.84567 -0.0971008 0.176068 -0.266387 0.764846 -0.336182 -0.760172 1.13338 1.87527 -2.40077 -0.0422644 2.8278 -2.73263 -1.62924 0.628238 -2.60841 -0.0326479 1.12328 1.27504 0.270433 2.88799 0.511322 -0.623448 0.160349 -1.54317 -1.04959 -1.16277 -1.27567 1.28319 -4.54223 0.329023 -1.41451 0.856106 NA -2.98844 -2.12498 -0.921668 -0.878711 0.595381 0.943665 -2.98064 2.08781 -1.21283 1.67043 NA 0.620172 1.0517 1.82263 -1.01405 0.15371 0.270427 NA 0.0776664 0.59962 -0.9561 0.389389 -1.73938 0.989685 NA 1.53755 2.83382 1.05447 1.71767 -1.37693 0.598944 NA 1.47538 -2.40157 4.51722 -4.80062 0.695883 NA 0.869691 0.981556 -0.754109 -0.407511 0.410278 0.601246 0.97086 0.0763051 -2.93195 0.511748 2.26887 0.0803142 0.0522635
ENSG00000158169 2.30917 0.301829 0.116627 -0.910439 2.00217 NA 1.57864 -1.39008 NA -0.454188 -0.0158204 -0.731926 -0.746946 -1.51296 1.48706 -0.638823 0.9445 0.023681 0.542726 1.33834 1.71055 0.550596 0.0866413 -0.065908 0.0531634 -0.656092 -1.84417 0.0848808 -0.40575 -0.930604 -1.3285 0.593564 0.556382 -0.07728 -0.195219 -0.987786 1.11852 -0.771975 0.815562 0.0463548 0.145068 -0.382873 -0.190645 NA 0.0528663 -1.75732 NA 0.655608 -1.0986 -1.29585 -1.29155 NA 0.361231 1.5106 1.18376 0.301648 0.621494 -2.75536 2.02072 -0.716067 -0.196422 -0.302679 0.678592 0.270544 1.01645 -2.01572 0.208738 -2.11735 -1.26807 0.407038 0.0684565 -0.48228 -1.36062 -0.655649 -0.492091 0.498812 NA -0.290907 NA -1.07025 -0.785773 -0.229082 0.883179 0.88413 NA 0.174507 1.26167 -0.166326 1.70452 -0.722512 -0.200559 0.268081 -1.06437 1.90679 -0.266986 0.893799 0.194004 0.36306 0.0972393 1.18665 -1.85398 NA NA NA 0.885931 0.619931 -0.901039 -1.10364 -1.12272
ENSG00000158186 -0.531401 -0.504167 1.96655 1.30813 1.60515 -2.81855 0.763975 -1.91219 NA -1.56495 0.935431 0.281904 -0.439304 -0.585741 1.6436 -1.8552 0.528975 0.549464 2.25377 0.993905 -0.328044 1.25143 -0.00218438 0.111376 -2.045 0.503573 -0.718456 0.842831 -0.954747 0.347122 0.429963 -1.10771 0.108419 1.08169 -0.527522 -0.61328 -0.453003 -0.241595 1.1856 -1.2571 -1.79044 -0.467968 0.147776 0.902357 3.06709 NA -1.7765 0.501834 -1.08288 NA -0.797522 -1.62826 1.26602 -0.028973 3.21082 -6.37351 0.129462 -0.164025 -0.811172 -0.687635 -0.670322 -1.8993 0.724634 1.162 0.145014 -0.877715 -0.630936 -1.23809 -1.95078 -0.835063 -0.78211 -0.658403 -0.429057 -0.795944 -1.59788 -1.45664 -1.78221 -0.144703 0.141004 -0.128315 0.458284 0.732012 0.665005 0.532826 0.587468 -1.61841 NA -2.0705 -2.86758 -1.17403 -0.869391 1.12046 -0.301971 -0.375473 -0.6218 -0.106832 -1.01207 -1.00383 -0.45626 0.00374771 1.47415 0.117688 0.832116 -1.98814 -1.15265 NA 1.84332 -1.66817 -0.337515
